usefulCount,compound,rating_binary,word_count,char_count,numericalCondition,numericalDrugName
3,2,0,80,445,4,671
15,2,1,49,310,4,235
1,2,0,57,260,4,404
82,2,1,9,47,2,657
0,2,0,70,377,4,583
13,0,1,37,201,4,280
10,2,1,36,222,6,588
91,0,0,31,170,6,38
101,0,1,74,470,2,465
1,2,1,65,357,4,311
29,0,0,69,387,7,489
8,2,0,71,409,4,199
14,0,1,43,240,8,11
10,2,1,72,376,4,166
94,2,1,50,303,5,400
2,2,0,62,381,4,231
0,0,1,57,330,4,557
62,2,1,25,140,6,509
11,1,0,33,195,4,323
5,0,0,73,427,4,148
48,2,1,74,391,9,506
5,0,0,77,422,4,231
9,2,0,22,126,0,69
41,2,1,51,253,8,581
31,0,1,4,26,8,466
17,2,1,49,233,6,38
1,0,0,28,142,4,231
6,2,1,67,389,4,424
4,2,0,23,123,4,229
2,2,1,65,364,4,424
5,2,1,16,78,9,489
38,0,1,21,165,8,259
10,2,1,65,344,1,20
191,0,1,9,55,2,514
1,0,1,51,243,4,235
12,0,0,6,47,3,315
65,2,1,72,425,5,400
6,2,1,69,393,4,672
1,2,0,12,68,4,166
17,0,1,53,292,8,469
1,0,0,56,325,4,235
18,1,1,25,150,4,231
6,2,0,18,93,5,172
144,2,1,74,480,5,667
2,0,0,57,305,4,323
18,2,1,74,402,9,334
58,0,1,57,334,7,595
28,2,1,69,380,4,340
80,2,1,21,103,5,400
19,2,1,72,420,5,109
2,2,1,8,50,8,581
2,1,1,60,293,4,231
1,1,1,65,367,4,340
14,0,1,24,175,2,32
8,0,0,61,408,4,399
74,2,1,24,123,5,127
69,0,1,10,50,9,506
19,0,1,8,33,8,179
5,0,0,15,98,8,416
59,2,1,65,358,7,378
25,0,1,45,219,2,140
3,2,1,69,449,4,323
3,1,1,71,401,4,613
0,2,1,53,304,4,673
15,0,1,70,403,4,235
20,0,1,43,256,2,153
12,0,1,59,404,1,397
10,2,1,59,341,4,565
10,0,0,67,416,4,148
2,2,0,17,95,1,397
30,2,1,31,190,1,585
10,2,0,13,81,3,509
65,0,1,17,111,6,674
14,0,1,74,347,4,323
95,2,1,75,429,2,645
12,0,1,22,140,3,336
10,0,1,16,98,4,229
0,0,0,47,261,4,235
10,0,1,58,335,4,424
1,0,0,65,357,4,148
34,2,1,22,107,3,525
6,2,1,42,227,4,170
11,0,1,20,123,9,147
0,0,0,22,124,4,513
1,2,0,17,83,4,235
65,0,1,70,385,2,275
58,0,1,44,273,3,58
0,0,0,41,234,4,231
68,2,1,50,282,5,127
1,2,1,36,188,4,440
0,2,0,76,410,4,235
12,1,1,28,157,9,334
15,2,1,24,126,4,235
2,0,0,75,441,4,232
10,2,1,26,161,7,110
9,1,1,26,115,6,255
116,2,1,70,460,3,465
12,2,1,1,4,2,348
12,0,1,14,75,5,253
2,2,1,60,384,3,109
35,2,0,39,216,0,146
4,2,1,53,274,4,340
54,2,1,26,157,1,574
4,0,0,48,263,4,424
18,0,1,71,410,2,668
115,0,1,69,428,5,505
3,2,1,43,261,4,424
4,0,1,68,432,4,331
12,2,1,21,122,4,229
39,1,1,64,395,5,208
9,2,1,67,412,7,110
22,2,1,56,307,3,663
59,0,1,37,240,0,335
73,0,1,59,340,9,506
0,0,1,69,414,7,147
2,2,0,22,155,3,525
2,0,0,61,354,4,395
117,2,1,64,395,0,387
1,2,1,19,99,1,91
1,2,1,64,335,4,235
11,0,0,45,251,4,96
9,2,1,21,106,6,684
8,2,1,56,340,4,170
17,2,1,71,437,9,23
14,2,0,39,252,4,223
3,2,1,38,228,4,431
12,0,1,38,216,8,279
7,0,0,76,425,4,323
3,2,1,32,187,4,392
20,2,0,42,240,6,400
10,0,1,44,268,4,235
68,2,1,43,232,8,581
182,0,1,35,208,5,165
26,0,0,11,51,2,68
5,0,1,33,219,1,290
2,2,0,30,146,1,20
25,0,1,63,389,4,149
79,2,0,27,161,4,323
12,2,1,38,254,3,315
5,2,1,72,454,4,323
69,2,1,70,380,9,83
7,2,1,61,355,4,229
42,2,1,57,289,7,147
3,0,1,40,230,4,440
57,2,1,34,208,2,111
3,0,0,67,394,4,424
15,0,0,36,203,3,509
30,2,1,15,87,4,456
14,0,1,4,24,5,476
30,0,1,23,133,8,597
4,2,0,72,392,4,424
27,2,1,79,419,8,11
1,2,0,35,223,4,673
22,0,0,42,242,5,134
2,0,1,71,370,4,148
15,2,1,37,199,3,337
9,0,1,56,288,4,440
1,1,1,63,331,4,323
1,2,0,44,279,4,170
190,0,1,61,332,5,253
14,0,1,70,387,8,246
49,0,1,41,237,5,202
17,2,1,17,109,1,156
22,2,1,9,62,8,213
8,2,1,57,325,1,135
1,2,1,18,122,1,197
52,2,1,16,88,5,551
17,2,0,28,152,4,391
21,2,0,15,81,5,551
0,2,1,49,227,4,232
77,0,1,75,459,1,564
20,0,0,59,336,2,202
15,2,1,49,238,4,323
78,0,1,39,242,6,259
24,2,1,47,231,4,199
8,1,0,5,38,5,645
28,2,1,72,452,3,549
34,2,0,45,224,6,82
25,0,0,37,224,8,450
9,2,1,45,269,4,424
1,2,0,72,394,4,235
0,2,1,36,225,4,399
41,2,1,70,413,0,664
4,2,1,35,197,4,297
4,2,1,41,225,4,424
6,0,1,58,319,4,673
25,2,1,64,330,6,39
21,2,1,42,209,9,350
51,2,1,38,221,8,274
25,2,0,32,207,6,195
0,0,0,22,125,4,71
1,0,0,73,419,4,424
108,2,1,47,288,5,662
6,0,0,43,266,1,232
0,2,1,68,422,4,280
25,2,1,54,299,7,350
11,0,1,31,171,4,232
177,0,1,65,374,7,595
1,2,0,51,293,1,231
3,2,1,27,152,4,474
14,2,1,55,252,4,440
5,0,1,66,381,4,235
6,2,1,27,151,1,397
2,0,0,70,359,1,457
20,2,1,35,224,3,539
3,2,1,77,457,8,449
80,2,1,41,246,3,522
7,1,0,5,28,9,147
8,2,1,94,544,4,232
1,0,0,12,62,4,72
2,2,0,50,292,4,458
7,1,0,21,125,4,231
5,2,1,39,229,4,424
14,2,1,25,162,4,323
119,2,1,82,436,2,326
34,0,1,74,404,2,220
18,2,1,47,227,8,259
26,2,1,69,444,0,335
0,0,0,74,420,4,235
115,0,1,76,474,1,564
24,2,1,49,268,4,148
12,2,1,29,147,4,340
33,2,1,61,376,3,336
6,0,0,71,441,1,197
11,2,1,82,445,1,290
8,2,1,19,109,4,231
39,0,1,18,102,5,202
25,0,0,23,134,5,499
2,2,1,57,305,4,443
16,0,1,25,119,4,399
19,0,1,33,177,3,641
21,0,1,68,445,8,481
5,0,1,11,48,1,199
14,0,1,67,421,9,540
4,0,1,80,432,4,235
1,2,0,57,304,4,229
41,2,1,76,435,7,540
18,2,1,1,9,8,10
8,0,1,72,394,1,20
53,2,1,74,432,0,176
52,2,1,26,164,2,668
7,2,0,49,260,2,172
50,0,0,72,398,5,689
9,2,1,42,246,4,404
38,0,1,23,116,2,309
15,2,1,37,192,9,489
22,2,1,72,424,5,425
21,0,1,22,125,3,305
64,0,1,16,90,2,202
1,2,0,37,193,4,455
35,2,1,33,218,5,662
19,0,0,16,96,8,328
2,1,0,38,249,4,229
17,2,1,35,214,5,499
13,2,1,26,164,3,509
38,2,1,12,69,0,21
28,2,1,51,313,8,381
23,0,1,12,76,8,530
20,2,1,29,156,5,551
36,2,1,29,196,5,666
67,2,1,67,396,1,605
11,2,0,33,181,9,350
235,0,1,45,269,4,323
46,2,1,28,154,7,147
7,0,1,53,360,4,557
12,0,1,14,84,3,120
17,2,1,16,94,8,599
24,2,1,50,315,3,355
62,0,1,51,320,8,234
16,2,1,33,188,4,229
11,2,0,21,127,4,235
3,2,1,43,246,4,116
61,0,1,73,403,2,177
3,2,1,9,57,4,170
50,0,1,84,432,8,450
0,2,1,77,406,4,673
1,2,0,70,414,4,235
16,0,1,46,287,4,424
3,0,0,52,341,4,340
2,2,1,65,330,4,232
7,0,1,55,341,4,331
7,2,1,25,136,4,399
10,0,0,65,401,4,260
8,0,1,52,285,1,397
2,1,0,11,55,4,424
3,2,0,74,436,4,424
45,2,1,16,101,5,208
60,0,1,45,282,5,109
13,2,1,26,151,4,323
118,2,1,87,488,5,109
24,0,0,41,221,6,82
7,0,0,69,411,4,227
24,0,1,49,281,2,348
3,0,0,69,440,0,571
1,2,1,67,372,4,232
10,2,0,26,136,4,324
7,2,1,70,373,4,440
21,2,1,22,105,8,25
20,0,0,45,269,0,268
37,0,1,28,153,7,489
18,2,1,82,448,7,147
2,2,1,36,190,4,231
27,2,1,78,400,9,489
7,2,1,24,168,5,220
20,0,0,26,111,3,121
29,2,0,75,436,5,208
0,2,1,72,364,4,280
1,0,0,10,53,6,684
7,0,1,15,89,8,11
43,2,1,78,419,5,172
8,0,1,85,447,9,147
0,0,1,64,453,2,153
3,0,1,67,431,4,231
39,2,1,23,128,1,18
70,0,1,56,373,5,109
36,2,1,67,397,7,147
30,2,0,25,186,6,554
4,0,0,28,165,4,389
7,2,0,39,225,4,614
25,2,1,9,41,6,603
6,0,0,34,188,4,323
12,2,1,62,359,4,280
18,0,1,66,379,4,399
17,2,1,81,454,4,672
32,0,1,50,285,6,38
22,0,0,60,329,8,451
23,0,1,19,96,0,146
27,0,0,49,243,9,506
5,2,1,64,374,4,424
62,0,1,65,384,0,21
9,1,1,1,5,8,468
39,2,1,65,379,0,664
1,0,1,11,70,6,509
4,0,1,27,163,4,298
19,2,1,68,404,4,399
3,0,0,25,154,1,344
38,2,1,58,324,5,499
3,2,1,42,271,1,215
63,0,0,38,230,2,309
13,2,1,74,420,2,32
7,2,1,17,100,2,177
17,0,1,6,25,7,334
39,0,0,27,159,5,665
4,2,1,71,400,4,29
47,0,0,5,29,5,207
19,2,1,41,237,1,290
119,0,1,33,193,7,506
30,0,1,34,175,7,334
35,2,1,61,350,4,229
15,0,0,20,124,9,350
4,0,0,52,277,4,429
8,0,1,57,367,0,664
17,2,1,28,150,9,540
14,2,1,22,116,1,138
1,0,1,42,254,4,557
9,0,0,72,399,4,235
10,2,0,72,445,4,229
30,0,0,21,120,8,633
3,2,1,46,290,2,32
39,2,1,10,73,2,657
5,0,1,52,276,5,645
136,2,1,15,75,5,400
78,2,1,52,270,9,350
35,0,0,24,118,8,308
2,2,0,66,362,4,232
74,0,1,60,407,3,595
34,2,1,54,290,4,166
17,2,1,61,345,4,230
10,0,1,68,413,5,172
8,2,0,30,147,4,72
25,2,1,75,398,0,571
61,2,1,5,25,5,655
50,1,1,20,89,0,571
680,2,1,71,433,5,551
21,2,1,63,388,1,290
42,0,0,22,153,0,335
4,2,0,51,281,4,235
4,2,1,70,408,4,474
52,2,1,67,407,1,564
4,2,1,70,431,4,148
21,0,0,54,334,2,476
2,2,1,17,110,4,229
7,2,1,79,445,3,641
37,0,1,70,428,8,435
12,2,1,47,286,3,0
93,0,1,69,458,5,645
2,2,0,48,288,4,229
5,0,0,27,132,7,110
24,1,0,17,120,6,38
37,0,1,37,205,7,334
2,0,1,67,408,4,424
1,0,1,44,258,4,235
21,2,1,22,100,9,506
31,0,1,9,52,1,77
98,0,1,73,391,5,253
179,0,1,70,385,5,551
4,0,0,30,166,1,644
6,2,1,22,133,4,431
7,0,1,45,247,1,197
12,2,1,21,105,8,352
22,0,0,36,200,0,175
5,2,0,64,399,4,324
23,2,1,46,297,3,509
46,0,1,62,349,7,147
36,2,0,22,139,3,689
5,2,1,49,295,1,605
32,0,0,65,395,4,96
1,0,0,11,61,4,280
13,0,1,66,399,0,664
7,2,1,51,289,4,235
3,0,0,47,214,4,235
31,0,1,9,52,1,574
5,1,1,69,413,4,280
13,0,1,61,341,1,262
125,2,1,81,436,9,23
28,0,1,33,197,2,348
39,2,1,11,76,3,465
67,2,1,32,186,0,69
61,2,1,44,260,2,348
38,2,1,51,267,5,422
11,0,0,43,281,5,400
13,0,1,19,121,8,251
6,2,1,60,304,4,368
11,0,1,56,362,1,156
83,1,1,50,289,3,595
41,0,0,50,274,2,32
14,0,0,33,192,2,208
17,2,1,41,239,6,549
5,0,0,81,448,4,235
20,2,1,12,89,2,140
2,0,1,37,192,1,290
25,1,0,5,27,8,352
83,2,1,35,202,7,490
83,2,1,9,45,6,38
1,1,1,61,367,4,235
15,2,0,15,61,6,372
20,2,1,66,334,9,489
0,2,1,72,400,1,20
4,2,0,46,267,4,231
2,0,0,35,204,4,565
3,0,0,11,65,4,231
29,2,1,61,330,5,326
22,0,1,55,332,3,315
48,0,0,32,198,5,109
6,0,0,60,355,4,232
75,0,1,18,102,8,10
5,0,0,27,147,4,229
10,2,0,75,440,4,230
2,2,0,72,458,4,424
332,2,1,14,87,5,499
1,2,1,71,425,4,232
118,2,1,70,407,5,336
182,2,1,26,135,5,56
27,0,0,68,391,5,505
6,2,1,40,248,1,138
28,2,1,32,171,5,662
1,0,1,35,216,5,253
6,0,0,40,232,4,542
11,2,1,40,219,2,655
46,2,1,13,75,8,283
7,0,0,36,185,7,110
5,2,1,18,96,4,235
17,2,1,11,63,8,437
19,2,1,43,253,4,356
3,2,0,47,301,4,235
25,2,1,67,395,4,302
0,0,1,39,191,4,230
102,0,1,75,386,5,551
38,2,1,37,226,2,140
115,0,1,27,149,5,668
12,0,1,22,118,9,334
54,0,0,76,432,8,43
38,2,1,51,346,1,564
0,2,1,68,397,4,344
22,2,1,54,302,4,230
8,2,1,24,113,4,235
137,0,1,60,336,5,326
7,0,0,17,82,8,599
42,1,1,58,340,9,147
2,0,0,12,80,4,231
11,0,0,35,217,4,344
18,2,1,42,235,4,440
66,0,1,55,263,8,274
7,2,0,69,394,7,147
1,2,0,71,405,4,675
23,0,0,35,195,8,599
62,0,1,47,294,5,425
33,0,1,36,209,8,161
6,2,1,60,334,9,334
4,2,0,46,270,2,499
59,2,1,52,281,7,490
2,2,0,30,184,4,424
94,2,1,72,351,9,506
10,0,1,32,174,8,481
31,0,1,4,27,5,109
27,1,1,19,118,8,108
35,2,1,49,239,8,383
20,2,1,44,260,9,147
1,2,1,29,150,4,235
10,2,1,47,269,4,280
3,0,0,77,396,4,323
18,0,1,6,37,8,634
3,0,0,23,114,4,232
20,0,1,29,177,5,220
148,2,1,40,209,9,489
34,2,1,88,411,9,350
26,2,0,45,251,6,603
23,2,1,34,189,4,280
3,0,0,8,47,4,424
10,2,1,51,288,4,356
40,2,1,18,110,5,109
19,0,1,27,148,2,464
9,2,1,30,167,6,225
4,0,0,44,251,4,235
32,2,1,68,385,1,183
34,2,1,61,379,3,355
81,2,1,67,431,1,18
42,2,1,79,446,0,387
9,1,1,36,196,4,170
13,0,0,37,197,1,344
11,1,1,45,279,4,181
0,0,1,22,123,4,565
14,0,0,82,387,4,235
5,0,0,44,255,4,72
10,0,0,75,494,4,399
8,0,1,18,99,2,202
91,2,1,35,237,2,123
6,0,1,49,305,4,170
20,0,1,44,222,8,352
3,0,0,69,381,4,229
28,2,0,35,214,0,335
2,0,0,43,248,4,612
2,2,1,34,185,4,71
11,0,0,81,406,9,350
41,2,1,39,213,8,438
2,0,0,76,405,4,227
4,0,0,76,442,4,231
0,0,1,73,394,4,323
30,0,1,26,150,8,497
19,2,1,70,367,1,559
1,2,0,7,38,4,227
1,2,1,78,467,4,455
4,2,0,66,305,4,391
12,2,1,29,168,4,424
10,2,1,75,453,4,323
0,0,0,34,175,4,229
53,0,1,77,409,3,509
80,0,1,79,432,0,176
18,0,1,69,456,2,499
2,0,1,45,260,4,148
15,2,1,2,11,2,140
22,2,1,70,410,0,335
27,0,1,77,444,0,664
35,0,1,53,287,1,290
6,2,1,53,302,4,455
7,1,0,10,47,4,323
5,0,0,26,146,4,235
3,0,0,64,401,4,368
6,2,1,34,200,4,453
55,0,1,36,209,5,153
18,0,0,12,72,0,571
43,2,1,73,430,2,172
37,2,1,34,228,4,456
4,2,1,15,102,4,323
16,2,1,76,463,1,183
21,2,1,37,201,4,232
7,0,0,34,168,6,190
389,0,1,32,202,5,665
1,0,1,76,410,4,557
0,0,0,64,325,4,424
19,2,1,69,390,1,156
34,2,1,57,356,3,164
80,2,1,54,276,2,220
52,0,1,80,422,2,140
1,2,0,67,390,5,172
12,2,1,30,174,4,266
6,0,0,51,241,4,280
9,0,0,63,368,7,110
20,2,1,22,105,9,652
1,0,0,42,253,4,72
7,0,0,9,52,2,172
145,2,1,72,401,6,43
14,2,1,12,74,4,613
6,2,1,65,376,4,557
226,2,1,68,436,8,209
4,0,0,39,208,4,280
9,0,0,8,50,5,683
13,0,0,69,357,9,83
27,2,1,84,424,7,147
7,0,1,65,404,4,440
29,0,1,21,132,5,57
22,2,1,16,79,2,275
43,2,1,11,50,2,32
9,0,0,82,486,4,235
56,0,1,35,191,2,275
0,0,0,80,467,8,276
55,2,1,30,171,3,317
47,2,1,27,180,6,259
20,2,1,63,412,5,400
25,2,1,81,418,7,147
10,0,1,58,335,4,235
156,2,1,40,242,8,113
26,0,1,24,114,7,486
21,2,1,25,116,8,10
16,2,1,41,206,4,231
15,0,0,56,381,4,232
4,2,1,67,360,4,232
9,0,0,13,65,4,340
6,2,1,16,102,4,612
22,0,0,17,109,4,229
3,2,0,70,413,4,235
3,0,1,36,205,4,536
12,2,1,31,181,4,457
4,2,1,69,367,4,453
4,2,0,51,284,4,331
3,0,1,31,184,8,598
3,0,0,57,317,4,323
53,0,1,71,433,5,134
18,2,1,27,148,4,395
4,0,0,77,406,4,231
43,2,1,6,35,3,309
30,0,0,19,114,4,229
4,2,0,35,207,4,608
14,0,1,41,220,0,387
6,0,1,84,480,4,323
51,0,1,21,106,8,359
62,0,1,50,290,5,208
0,2,1,2,9,2,32
3,2,1,36,238,6,400
8,2,1,57,297,1,199
4,2,0,59,301,4,687
2,0,1,75,404,4,235
31,2,1,69,387,9,489
4,2,0,47,245,4,231
32,0,1,21,107,9,506
9,2,0,61,389,4,440
9,0,0,51,327,5,134
24,0,0,35,210,3,121
18,0,0,86,426,3,313
47,2,1,56,292,8,10
24,2,1,32,223,8,161
16,0,0,35,198,4,231
8,0,1,35,197,4,230
3,2,0,71,423,4,458
10,0,1,38,214,8,468
27,2,1,69,396,0,268
2,0,0,43,248,4,229
20,0,1,71,376,4,565
35,1,1,18,106,6,588
10,2,1,38,264,1,197
1,2,0,20,128,4,229
73,2,1,43,223,5,127
138,2,1,71,407,5,505
7,2,0,22,137,2,220
22,2,1,6,44,8,497
11,0,1,74,426,1,679
12,0,0,11,68,0,571
14,0,0,41,241,4,232
3,2,0,68,429,4,231
43,2,1,9,68,6,617
34,2,1,54,290,4,368
3,0,0,69,386,4,54
26,0,1,43,265,1,290
5,2,1,66,425,3,56
43,2,1,59,323,9,652
3,2,0,68,333,4,424
0,2,1,44,246,6,617
11,2,1,40,232,4,424
204,2,1,72,404,5,665
16,2,1,35,182,4,323
108,2,1,25,131,1,183
16,2,1,51,324,3,525
13,0,1,17,78,2,140
168,0,1,46,282,3,509
2,0,1,48,283,2,645
148,0,1,41,236,8,599
26,2,1,77,404,3,313
108,0,1,18,101,2,140
99,2,1,37,200,5,312
2,2,1,56,376,5,476
0,2,1,33,175,4,280
14,2,1,7,40,7,83
66,0,1,6,41,2,599
39,0,1,31,168,8,234
6,0,0,72,397,4,613
17,2,1,43,226,6,354
13,0,1,29,154,8,43
34,0,0,74,407,5,172
29,0,1,55,315,5,662
8,2,0,38,215,4,395
16,2,1,57,308,0,27
17,0,1,70,425,5,220
8,2,1,44,245,1,199
59,1,1,70,461,5,220
15,0,1,19,75,2,140
3,0,0,35,166,4,59
46,0,0,60,334,0,335
3,0,0,62,407,4,232
54,2,1,39,210,0,69
3,0,0,46,251,4,148
13,1,0,9,52,3,355
69,1,0,28,167,2,476
13,0,1,54,289,1,232
4,0,1,69,411,4,199
7,0,1,65,370,4,613
27,0,1,44,249,5,599
35,2,0,37,208,3,191
1,2,1,76,390,4,399
2,0,0,67,398,4,235
2,2,1,40,232,4,323
44,0,1,77,407,6,588
8,0,0,65,331,2,68
123,0,1,44,314,5,599
2,2,1,42,189,4,399
54,2,1,23,121,5,645
8,0,1,70,377,4,455
0,2,0,46,289,4,229
6,2,1,45,263,5,645
103,2,1,61,399,0,21
48,2,1,9,54,6,543
17,0,0,13,82,4,356
7,2,1,68,376,4,235
1,0,1,50,303,4,148
3,2,0,51,269,4,232
17,0,1,38,197,8,633
0,2,0,79,452,4,235
27,2,1,11,54,6,554
61,0,1,37,211,8,161
14,2,1,31,178,4,231
0,2,0,19,117,4,235
54,2,1,17,80,9,350
18,0,1,46,248,5,109
0,0,1,34,179,4,311
4,2,1,41,233,4,323
7,0,0,20,126,1,183
32,2,1,32,177,5,400
0,1,0,28,160,4,280
4,0,1,24,122,5,662
7,2,0,33,181,4,297
3,0,0,35,193,4,565
6,2,1,64,359,3,522
26,2,1,46,261,5,662
2,2,1,65,422,1,676
25,0,0,43,273,2,109
226,2,1,30,154,9,83
0,2,0,48,261,4,150
26,2,1,8,58,2,32
949,0,1,25,181,5,551
64,0,1,13,66,8,10
4,2,0,17,89,4,424
18,2,1,71,408,2,140
39,2,1,64,332,9,83
4,2,1,59,313,4,71
3,0,1,65,348,4,231
13,0,0,56,340,0,571
0,2,1,10,54,1,91
33,0,0,71,381,0,286
27,2,1,35,187,4,230
8,2,1,68,346,4,231
3,2,1,25,153,9,489
0,0,1,37,215,4,323
4,0,0,55,304,3,509
9,2,1,56,313,4,166
30,2,1,69,413,5,683
5,2,1,65,362,4,323
4,2,0,72,379,9,489
6,0,1,42,226,4,199
3,2,1,40,243,4,229
0,2,1,80,451,4,323
8,0,0,18,116,5,551
2,0,0,28,160,4,671
19,2,1,35,210,4,96
31,2,1,73,380,6,576
6,2,1,45,296,4,356
31,2,0,82,430,6,576
15,2,1,50,282,4,231
45,0,0,59,366,2,477
10,2,1,47,223,7,147
35,1,0,52,284,0,146
0,2,1,56,325,4,399
1,0,0,79,433,4,231
10,0,1,71,404,4,231
40,2,1,79,422,9,506
4,2,1,22,125,4,232
25,2,0,70,390,3,549
20,2,1,46,306,1,573
20,2,1,35,177,1,4
18,0,1,13,71,2,348
0,2,0,48,261,4,231
5,2,1,36,169,1,91
2,2,1,6,33,4,424
58,2,1,42,201,6,517
7,0,1,54,286,8,246
16,0,1,43,266,8,308
3,0,0,25,140,4,232
32,2,1,68,426,4,424
5,1,0,2,9,4,230
8,2,1,2,13,0,21
5,2,0,53,317,5,662
18,2,1,70,423,3,483
21,2,0,57,304,7,23
18,0,0,48,267,4,280
0,0,0,40,220,4,440
36,0,1,23,111,9,490
49,0,1,52,292,6,225
12,0,1,36,193,8,8
1,0,0,66,476,4,97
14,0,1,73,423,1,199
2,2,1,74,398,4,148
87,0,1,76,447,7,490
16,2,1,13,77,8,328
20,2,1,39,234,1,197
33,2,0,38,211,4,231
11,2,1,33,172,1,20
11,1,1,26,153,2,32
2,0,0,71,432,4,323
0,2,0,72,375,4,231
6,0,0,61,325,4,340
42,0,1,74,455,3,336
9,2,1,30,167,6,354
5,0,0,61,346,4,323
18,0,1,72,383,1,4
5,0,1,24,175,4,235
1,0,1,55,312,4,311
73,0,1,26,136,5,422
2,2,0,70,385,4,323
10,2,1,75,416,4,399
31,1,0,7,57,7,540
37,2,1,57,344,9,23
3,0,0,6,38,6,140
7,2,1,23,114,4,340
5,2,1,33,204,9,489
2,0,0,65,390,4,170
32,2,1,40,240,9,489
18,0,0,60,352,0,146
20,2,1,8,40,8,7
61,2,1,37,217,3,315
2,0,1,34,218,5,568
4,0,0,54,267,4,399
4,0,0,25,144,4,399
40,2,1,78,443,1,605
0,2,1,31,135,9,489
23,0,1,43,261,4,323
16,2,1,61,358,5,109
15,0,1,69,407,5,654
13,2,1,35,164,7,147
87,2,1,70,411,5,253
52,2,1,44,276,0,69
47,0,0,64,385,2,202
89,0,1,41,219,5,109
2,2,1,28,137,2,348
107,0,1,66,429,3,586
35,0,1,21,142,8,179
61,2,1,66,340,3,317
9,2,0,63,363,0,409
14,0,1,20,124,3,445
89,0,1,46,252,2,208
20,2,1,55,323,4,235
14,0,1,62,416,2,220
91,2,1,67,353,7,378
12,2,1,60,313,7,147
13,2,1,58,388,1,199
24,0,1,14,65,2,668
18,2,1,6,37,6,562
6,2,1,47,287,4,232
8,2,0,68,386,4,323
1,2,0,64,347,4,424
8,0,1,39,262,4,232
19,0,1,44,261,2,476
122,0,1,58,378,5,603
37,2,0,55,329,4,227
0,1,1,23,136,6,43
107,2,1,58,337,3,445
6,2,1,61,336,4,431
3,2,0,26,166,4,424
69,2,1,76,396,2,669
33,0,0,75,402,5,683
1,0,0,39,246,4,231
44,0,1,54,319,2,400
9,0,1,17,85,8,416
75,2,1,31,165,2,525
45,2,1,41,238,6,603
15,2,1,50,265,4,280
19,0,1,43,233,1,197
11,0,1,11,71,2,32
8,0,1,51,256,4,230
45,2,1,47,300,8,43
12,2,1,42,219,4,567
6,2,1,37,213,4,331
6,0,1,35,217,4,129
6,0,0,68,450,4,474
38,2,1,37,216,7,110
15,2,0,43,244,1,197
14,2,0,45,256,0,664
42,0,1,84,464,9,334
35,0,1,27,157,5,102
110,2,1,56,318,6,514
18,2,1,28,173,4,399
4,0,0,73,429,4,613
56,2,1,32,179,1,199
46,2,1,65,356,5,499
19,2,1,37,224,6,684
10,0,1,77,389,1,4
6,2,1,68,434,2,67
6,2,0,75,481,4,97
3,2,1,70,392,3,680
7,0,1,66,382,4,323
30,0,0,70,480,0,571
13,0,0,30,181,8,14
1,0,1,44,262,4,148
3,0,0,27,186,4,227
10,1,1,80,424,4,340
93,0,0,33,166,5,665
48,2,1,77,574,5,109
77,2,1,47,242,5,220
0,2,1,47,201,4,235
7,0,1,55,283,7,490
18,2,0,44,283,3,509
38,0,1,26,164,4,399
10,0,1,71,417,1,92
131,2,1,31,144,9,83
11,2,1,55,276,2,32
4,2,0,80,433,1,344
12,0,0,61,333,4,231
40,2,1,27,129,0,22
28,2,1,27,120,6,198
111,2,1,34,193,5,550
3,0,1,5,29,5,1
9,2,1,33,194,1,20
4,2,0,34,228,2,140
1,0,1,32,153,4,199
18,1,0,31,189,4,231
74,2,1,38,186,7,490
31,0,1,14,74,1,564
89,2,1,32,173,2,603
7,0,0,58,313,4,235
28,2,1,40,228,0,159
7,2,1,22,120,4,280
24,0,0,27,153,5,202
113,2,1,38,202,5,476
10,0,1,70,391,1,20
51,0,1,73,430,8,423
213,0,1,42,269,5,683
117,0,1,36,246,2,599
3,2,1,27,138,4,114
25,0,1,22,117,8,599
141,2,1,22,143,6,348
50,0,1,75,434,8,126
8,2,0,6,34,8,597
16,2,1,31,185,4,293
5,2,1,39,210,4,323
6,2,1,43,248,4,229
23,2,1,72,459,3,355
0,2,1,26,144,4,235
55,2,1,21,112,2,499
2,0,1,22,128,4,424
27,2,1,25,160,4,280
12,0,0,47,255,4,97
33,2,1,56,314,2,326
1,0,1,57,313,4,323
6,2,0,43,238,4,360
46,0,1,31,157,8,468
5,0,1,38,216,4,232
3,2,1,55,260,9,489
54,0,1,62,341,8,43
23,2,0,14,90,5,109
24,2,1,67,394,4,232
31,0,1,75,413,4,323
2,0,1,55,298,4,323
0,1,1,16,74,4,235
39,0,0,37,229,0,268
3,2,0,53,284,4,129
2,2,1,63,321,4,368
5,0,0,41,272,7,147
24,0,1,67,398,5,207
15,0,0,66,397,4,614
0,0,0,68,361,4,344
46,0,1,77,428,2,32
35,2,0,35,200,3,522
82,0,1,66,347,5,209
1,0,1,43,271,4,687
32,2,1,68,354,7,147
86,0,1,51,245,5,202
24,0,0,78,437,5,220
10,0,1,73,429,2,220
36,0,1,59,326,2,32
11,0,0,24,161,4,565
1,2,1,54,308,9,147
63,2,1,20,135,2,142
8,2,1,63,342,4,231
5,0,0,71,403,4,424
11,2,1,77,427,4,404
26,0,1,21,160,5,220
181,0,1,29,154,9,489
62,0,1,75,421,2,275
1,0,0,43,245,4,235
24,0,1,28,149,8,179
